Symbol,Timestamp,Price,Size,Exchange,Type
MSFT,2021-03-05 10:00:20.831,46.02,150,NYSE,TRADE
AAPL,2021-03-05 10:00:02.508,225.03,100,NASDAQ,Bid
CSCO,2021-03-05 10:00:12.516,219.75,120,NYSE_ARCA,Ask
GOOG,2021-03-05 10:00:55.080,133.99,120,NYSE,Ask
AAPL,2021-03-05 10:00:26.478,205.31,200,NYSE,Bid
GOOG,2021-03-05 10:00:24.135,102.42,150,NYSE,Bid
GOOG,2021-03-05 10:00:03.247,87.5,100,NASDAQ,TRADE
CSCO,2021-03-05 10:00:48.938,177.57,150,NYSE_ARCA,Bid
GOOG,2021-03-05 10:00:25.218,227.56,120,NYSE_ARCA,Ask
AAPL,2021-03-05 10:00:08.399,216.03,120,NYSE_ARCA,Bid
CSCO,2021-03-05 10:00:06.021,58.84,150,NASDAQ,TRADE
CSCO,2021-03-05 10:00:27.118,130.9,120,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:29.011,148.54,150,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:23.865,65.73,200,NASDAQ,Ask
CSCO,2021-03-05 10:00:47.192,137.37,200,NYSE_ARCA,TRADE
GOOG,2021-03-05 10:00:16.874,97.53,120,NYSE_ARCA,Ask
AAPL,2021-03-05 10:00:56.117,221.55,200,NASDAQ,TRADE
MSFT,2021-03-05 10:00:22.384,59.21,120,NYSE_ARCA,TRADE
CSCO,2021-03-05 10:00:30.187,161.05,120,NYSE_ARCA,Ask
GOOG,2021-03-05 10:00:46.115,214.95,200,NASDAQ,Bid
AAPL,2021-03-05 10:00:27.317,189.95,150,NYSE,TRADE
CSCO,2021-03-05 10:00:31.689,140.79,200,NASDAQ,TRADE
CSCO,2021-03-05 10:00:25.472,52.06,100,NASDAQ,Ask
AAPL,2021-03-05 10:00:34.064,218.52,200,NYSE,Bid
GOOG,2021-03-05 10:00:17.864,236.6,120,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:23.572,242.46,120,NYSE,Ask
MSFT,2021-03-05 10:00:32.300,168.97,100,NASDAQ,TRADE
CSCO,2021-03-05 10:00:02.321,115.57,200,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:45.637,226.11,120,NYSE_ARCA,TRADE
CSCO,2021-03-05 10:00:55.806,235.25,200,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:10.006,65.45,200,NASDAQ,TRADE
AAPL,2021-03-05 10:00:34.043,121.83,150,NYSE_ARCA,TRADE
GOOG,2021-03-05 10:00:47.626,153.37,150,NYSE_ARCA,TRADE
AAPL,2021-03-05 10:00:16.044,98.05,120,NASDAQ,Ask
MSFT,2021-03-05 10:00:46.201,231.72,200,NYSE_ARCA,Bid
AAPL,2021-03-05 10:00:41.314,146.13,150,NYSE,Ask
CSCO,2021-03-05 10:00:01.253,68.49,150,NASDAQ,Ask
MSFT,2021-03-05 10:00:42.411,115.47,150,NYSE,Ask
CSCO,2021-03-05 10:00:36.392,217.51,150,NYSE,TRADE
CSCO,2021-03-05 10:00:26.655,94.11,100,NASDAQ,Ask
MSFT,2021-03-05 10:00:48.049,132.16,100,NYSE,TRADE
GOOG,2021-03-05 10:00:04.095,161.05,100,NYSE_ARCA,Ask
GOOG,2021-03-05 10:00:01.503,152.36,200,NYSE,Bid
AAPL,2021-03-05 10:00:43.412,209.32,120,NYSE_ARCA,TRADE
GOOG,2021-03-05 10:00:53.458,114.87,100,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:57.730,158.57,150,NYSE,Ask
MSFT,2021-03-05 10:00:01.211,187.84,100,NASDAQ,Ask
GOOG,2021-03-05 10:00:50.907,137.46,120,NYSE,Bid
MSFT,2021-03-05 10:00:44.368,161.91,200,NYSE_ARCA,Ask
GOOG,2021-03-05 10:00:11.477,117.29,100,NYSE_ARCA,Bid
GOOG,2021-03-05 10:00:44.540,221.18,120,NYSE,Bid
MSFT,2021-03-05 10:00:04.244,80.43,120,NASDAQ,Ask
AAPL,2021-03-05 10:00:09.250,48.68,200,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:24.450,248.67,100,NASDAQ,Ask
AAPL,2021-03-05 10:00:22.732,90.19,100,NYSE,Bid
MSFT,2021-03-05 10:00:28.813,155.44,150,NYSE,Ask
GOOG,2021-03-05 10:00:03.629,107.47,150,NYSE_ARCA,Bid
CSCO,2021-03-05 10:00:06.034,198.6,200,NYSE,TRADE
GOOG,2021-03-05 10:00:54.637,139.42,150,NYSE_ARCA,Bid
CSCO,2021-03-05 10:00:22.513,205.18,150,NYSE_ARCA,TRADE
GOOG,2021-03-05 10:00:30.419,178.67,120,NYSE,TRADE
GOOG,2021-03-05 10:00:31.974,180.98,100,NYSE,Ask
MSFT,2021-03-05 10:00:50.473,86.96,150,NYSE_ARCA,TRADE
CSCO,2021-03-05 10:00:41.508,78.37,100,NASDAQ,Ask
GOOG,2021-03-05 10:00:21.435,214.04,150,NYSE_ARCA,Bid
CSCO,2021-03-05 10:00:42.245,227.99,150,NASDAQ,Bid
MSFT,2021-03-05 10:00:55.142,196.16,150,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:37.534,142.84,100,NYSE_ARCA,Bid
CSCO,2021-03-05 10:00:25.513,141.07,120,NYSE,TRADE
CSCO,2021-03-05 10:00:58.117,69.5,100,NYSE,Bid
MSFT,2021-03-05 10:00:47.126,191.08,150,NASDAQ,Bid
CSCO,2021-03-05 10:00:12.295,176.91,100,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:25.620,54.76,150,NASDAQ,Bid
MSFT,2021-03-05 10:00:52.783,77.67,200,NYSE,Ask
CSCO,2021-03-05 10:00:20.577,68.73,120,NYSE_ARCA,Bid
CSCO,2021-03-05 10:00:36.716,50.16,200,NASDAQ,TRADE
GOOG,2021-03-05 10:00:08.344,47.37,100,NASDAQ,Bid
MSFT,2021-03-05 10:00:58.008,73.76,120,NYSE,TRADE
GOOG,2021-03-05 10:00:50.617,160.89,120,NYSE_ARCA,Bid
AAPL,2021-03-05 10:00:18.127,85.89,100,NASDAQ,Ask
CSCO,2021-03-05 10:00:39.946,128.48,100,NYSE_ARCA,TRADE
CSCO,2021-03-05 10:00:27.968,80.27,200,NYSE,Ask
AAPL,2021-03-05 10:00:56.187,167.52,150,NYSE,Bid
CSCO,2021-03-05 10:00:01.341,245.5,100,NYSE_ARCA,TRADE
AAPL,2021-03-05 10:00:26.842,249.99,100,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:03.176,70.45,100,NASDAQ,Ask
AAPL,2021-03-05 10:00:37.220,119.15,150,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:50.177,67.19,200,NYSE_ARCA,Bid
CSCO,2021-03-05 10:00:58.301,215.29,100,NYSE_ARCA,Ask
AAPL,2021-03-05 10:00:07.500,97.35,200,NYSE_ARCA,Bid
GOOG,2021-03-05 10:00:10.802,77.21,200,NASDAQ,TRADE
CSCO,2021-03-05 10:00:12.602,211.86,120,NASDAQ,Bid
AAPL,2021-03-05 10:00:04.296,98.41,200,NYSE_ARCA,Bid
CSCO,2021-03-05 10:00:23.091,156.79,100,NYSE,TRADE
GOOG,2021-03-05 10:00:20.975,234.73,100,NASDAQ,Bid
AAPL,2021-03-05 10:00:17.141,153.93,100,NASDAQ,TRADE
GOOG,2021-03-05 10:00:29.356,170.65,120,NASDAQ,TRADE
CSCO,2021-03-05 10:00:06.577,158.04,100,NYSE,TRADE
CSCO,2021-03-05 10:00:17.404,204.74,120,NYSE_ARCA,TRADE
CSCO,2021-03-05 10:00:56.599,157.58,200,NYSE,Ask
GOOG,2021-03-05 10:00:20.547,200.22,150,NYSE,Bid
CSCO,2021-03-05 10:00:15.913,207.68,200,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:23.567,93.72,200,NYSE,TRADE
CSCO,2021-03-05 10:00:08.736,181.98,150,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:33.160,101.85,120,NASDAQ,TRADE
MSFT,2021-03-05 10:00:51.296,110.15,150,NYSE_ARCA,Bid
GOOG,2021-03-05 10:00:51.498,154.85,150,NYSE_ARCA,Ask
GOOG,2021-03-05 10:00:09.323,57.23,200,NASDAQ,Ask
AAPL,2021-03-05 10:00:46.108,187.73,200,NYSE,Ask
MSFT,2021-03-05 10:00:08.180,206.51,200,NYSE,Bid
CSCO,2021-03-05 10:00:05.935,177.3,100,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:45.385,85.12,120,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:50.278,74.23,150,NASDAQ,TRADE
GOOG,2021-03-05 10:00:32.813,172.18,100,NYSE,Bid
AAPL,2021-03-05 10:00:03.611,226.45,120,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:07.689,138.98,100,NASDAQ,Bid
MSFT,2021-03-05 10:00:15.796,235.19,100,NASDAQ,Ask
CSCO,2021-03-05 10:00:03.515,221.31,120,NYSE,Ask
MSFT,2021-03-05 10:00:24.841,241.6,100,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:34.909,154.23,120,NYSE,Bid
CSCO,2021-03-05 10:00:03.774,69.09,120,NASDAQ,Bid
GOOG,2021-03-05 10:00:24.133,152.76,120,NYSE,Ask
GOOG,2021-03-05 10:00:09.250,147.5,100,NASDAQ,Bid
CSCO,2021-03-05 10:00:50.467,130.5,150,NYSE_ARCA,Bid
AAPL,2021-03-05 10:00:34.823,157.85,150,NASDAQ,Bid
CSCO,2021-03-05 10:00:00.865,144.48,120,NASDAQ,TRADE
CSCO,2021-03-05 10:00:47.728,192.01,200,NASDAQ,Bid
MSFT,2021-03-05 10:00:35.311,125.11,150,NYSE_ARCA,TRADE
