Timestamp,Price,Size,Exchange,Type
2021-03-05 10:00:29.820,229.82,100,NYSE,Ask
2021-03-05 10:00:29.603,228.56,120,NASDAQ,Ask
2021-03-05 10:00:18.085,229.79,120,NYSE,Bid
2021-03-05 10:00:23.258,229.05,110,NYSE,Bid
2021-03-05 10:00:05.076,229.99,120,NYSE_ARCA,Bid
2021-03-05 10:00:35.796,229.1,100,NASDAQ,Bid
2021-03-05 10:00:00.071,228.74,110,NASDAQ,Ask
2021-03-05 10:00:32.581,228.21,100,NASDAQ,Ask
2021-03-05 10:00:08.372,228.64,100,NASDAQ,TRADE
2021-03-05 10:00:41.594,228.44,100,NYSE_ARCA,TRADE
2021-03-05 10:00:03.539,229.12,110,NYSE,Bid
2021-03-05 10:00:26.624,229.01,120,NYSE_ARCA,Bid
2021-03-05 10:00:41.436,228.69,100,NYSE_ARCA,TRADE
2021-03-05 10:00:55.957,228.73,120,NYSE,Bid
2021-03-05 10:00:17.502,229.41,100,NYSE,Ask
2021-03-05 10:00:09.252,229.94,130,NASDAQ,TRADE
2021-03-05 10:00:45.320,229.85,130,NYSE_ARCA,TRADE
2021-03-05 10:00:57.423,229.3,130,NYSE_ARCA,TRADE
2021-03-05 10:00:17.947,229.74,100,NASDAQ,Ask
2021-03-05 10:00:54.658,228.85,110,NYSE_ARCA,Ask
2021-03-05 10:00:47.891,229.06,100,NYSE_ARCA,TRADE
2021-03-05 10:00:46.993,228.29,110,NYSE_ARCA,TRADE
2021-03-05 10:00:50.838,228.72,120,NASDAQ,TRADE
2021-03-05 10:00:11.444,228.26,110,NYSE,Bid
2021-03-05 10:00:26.352,229.56,100,NASDAQ,Bid
2021-03-05 10:00:39.507,228.78,120,NYSE,Ask
2021-03-05 10:00:50.018,229.43,120,NYSE,TRADE
2021-03-05 10:00:01.099,228.31,110,NYSE_ARCA,Bid
2021-03-05 10:00:47.946,229.52,100,NYSE,TRADE
2021-03-05 10:00:19.647,228.75,120,NASDAQ,Ask
2021-03-05 10:00:33.026,229.33,110,NYSE_ARCA,TRADE
2021-03-05 10:00:02.724,228.6,100,NASDAQ,Ask
2021-03-05 10:00:50.170,228.13,110,NASDAQ,TRADE
2021-03-05 10:00:50.260,228.42,110,NYSE,Bid
2021-03-05 10:00:15.438,229.31,130,NYSE_ARCA,TRADE
2021-03-05 10:00:24.417,228.86,120,NASDAQ,Bid
2021-03-05 10:00:44.575,229.11,110,NASDAQ,Ask
2021-03-05 10:00:39.041,229.8,130,NYSE,TRADE
2021-03-05 10:00:46.278,229.21,130,NYSE_ARCA,Ask
2021-03-05 10:00:40.671,229.62,130,NYSE,Ask
2021-03-05 10:00:44.018,228.51,100,NYSE,TRADE
2021-03-05 10:00:10.149,228.51,120,NYSE_ARCA,Ask
2021-03-05 10:00:37.876,229.12,100,NASDAQ,Ask
2021-03-05 10:00:48.716,229.2,130,NASDAQ,TRADE
2021-03-05 10:00:18.132,228.46,120,NYSE_ARCA,Ask
2021-03-05 10:00:10.952,229.07,100,NASDAQ,Ask
2021-03-05 10:00:22.215,228.41,100,NASDAQ,Bid
2021-03-05 10:00:01.269,229.78,120,NYSE_ARCA,TRADE
2021-03-05 10:00:30.757,229.89,110,NASDAQ,Bid
2021-03-05 10:00:36.412,228.13,110,NYSE_ARCA,TRADE
2021-03-05 10:00:20.031,229.87,120,NYSE,Bid
2021-03-05 10:00:49.892,228.35,120,NYSE_ARCA,Bid
2021-03-05 10:00:18.125,228.8,100,NYSE,Bid
2021-03-05 10:00:56.641,228.9,100,NASDAQ,Bid
2021-03-05 10:00:59.069,228.08,130,NYSE,Bid
2021-03-05 10:00:39.734,229.43,130,NYSE_ARCA,Ask
2021-03-05 10:00:55.997,228.22,120,NYSE,TRADE
2021-03-05 10:00:32.918,229.71,100,NYSE_ARCA,Ask
2021-03-05 10:00:48.352,228.16,120,NYSE,Ask
2021-03-05 10:00:05.239,229.47,130,NASDAQ,Bid
2021-03-05 10:00:08.855,229.42,100,NYSE_ARCA,Bid
2021-03-05 10:00:27.046,229.53,110,NASDAQ,Ask
2021-03-05 10:00:53.098,228.9,100,NYSE,Bid
2021-03-05 10:00:03.921,229.23,100,NYSE_ARCA,TRADE
2021-03-05 10:00:59.863,228.81,100,NYSE_ARCA,Ask
2021-03-05 10:00:40.938,229.25,130,NASDAQ,Ask
2021-03-05 10:00:54.300,229.83,110,NYSE,TRADE
2021-03-05 10:00:15.602,229.03,100,NYSE,Bid
2021-03-05 10:00:32.015,228.96,100,NASDAQ,Bid
2021-03-05 10:00:45.593,228.94,120,NASDAQ,Ask
