Symbol,Timestamp,Price,Size,Exchange,Type
MSFT,2021-03-05 10:00:51.646,229.79,120,NYSE,TRADE
MSFT,2021-03-05 10:00:41.210,229.68,110,NYSE,Bid
MSFT,2021-03-05 10:00:03.089,228.5,110,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:17.803,229.66,130,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:57.252,229.68,120,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:07.117,228.15,130,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:32.991,228.46,120,NASDAQ,TRADE
MSFT,2021-03-05 10:00:09.493,228.69,100,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:39.831,229.58,120,NASDAQ,Bid
MSFT,2021-03-05 10:00:54.589,229.49,100,NASDAQ,Ask
MSFT,2021-03-05 10:00:09.269,229.7,110,NYSE,Bid
MSFT,2021-03-05 10:00:38.303,228.34,120,NASDAQ,TRADE
MSFT,2021-03-05 10:00:59.611,228.81,110,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:57.513,228.8,110,NYSE,Ask
MSFT,2021-03-05 10:00:57.443,229.15,120,NYSE,Bid
MSFT,2021-03-05 10:00:37.363,229.34,120,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:46.610,228.32,130,NYSE,Bid
MSFT,2021-03-05 10:00:53.819,229.07,130,NASDAQ,Bid
MSFT,2021-03-05 10:00:49.803,228.02,100,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:56.940,229.9,100,NASDAQ,Ask
MSFT,2021-03-05 10:00:48.899,229.81,130,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:15.308,228.97,110,NYSE,TRADE
MSFT,2021-03-05 10:00:13.155,229.03,100,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:43.019,228.04,110,NASDAQ,TRADE
MSFT,2021-03-05 10:00:55.822,229.85,130,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:59.880,228.79,100,NYSE,TRADE
MSFT,2021-03-05 10:00:01.803,229.03,130,NASDAQ,Ask
MSFT,2021-03-05 10:00:17.522,229.58,100,NYSE,Ask
MSFT,2021-03-05 10:00:13.389,228.34,130,NYSE,Ask
MSFT,2021-03-05 10:00:14.529,228.57,100,NYSE,Bid
MSFT,2021-03-05 10:00:16.924,228.14,100,NYSE,TRADE
MSFT,2021-03-05 10:00:26.228,228.36,110,NASDAQ,Bid
MSFT,2021-03-05 10:00:22.259,228.84,100,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:25.466,228.13,110,NYSE,TRADE
MSFT,2021-03-05 10:00:47.533,229.82,100,NASDAQ,Bid
MSFT,2021-03-05 10:00:36.214,229.82,120,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:18.732,228.34,110,NYSE,TRADE
MSFT,2021-03-05 10:00:17.168,229.27,100,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:45.485,228.28,110,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:33.068,229.14,100,NYSE,TRADE
MSFT,2021-03-05 10:00:09.916,229.16,110,NASDAQ,Ask
MSFT,2021-03-05 10:00:03.904,229.33,100,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:45.585,229.13,110,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:01.087,229.28,110,NASDAQ,Bid
MSFT,2021-03-05 10:00:07.299,229.38,120,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:11.798,228.69,120,NASDAQ,TRADE
MSFT,2021-03-05 10:00:29.240,228.7,130,NYSE,Bid
MSFT,2021-03-05 10:00:49.768,229.31,120,NASDAQ,TRADE
MSFT,2021-03-05 10:00:01.506,228.43,100,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:00.044,228.84,120,NASDAQ,TRADE
MSFT,2021-03-05 10:00:15.848,228.9,110,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:37.778,228.62,100,NASDAQ,Bid
MSFT,2021-03-05 10:00:59.197,228.89,100,NYSE,Bid
MSFT,2021-03-05 10:00:04.132,228.29,100,NYSE,Ask
MSFT,2021-03-05 10:00:35.254,228.82,100,NYSE,Ask
MSFT,2021-03-05 10:00:17.457,228.63,130,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:38.954,228.46,110,NASDAQ,TRADE
MSFT,2021-03-05 10:00:29.820,229.82,100,NYSE,Ask
MSFT,2021-03-05 10:00:29.603,228.56,120,NASDAQ,Ask
MSFT,2021-03-05 10:00:18.085,229.79,120,NYSE,Bid
MSFT,2021-03-05 10:00:23.258,229.05,110,NYSE,Bid
MSFT,2021-03-05 10:00:05.076,229.99,120,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:35.796,229.1,100,NASDAQ,Bid
MSFT,2021-03-05 10:00:00.071,228.74,110,NASDAQ,Ask
MSFT,2021-03-05 10:00:32.581,228.21,100,NASDAQ,Ask
MSFT,2021-03-05 10:00:08.372,228.64,100,NASDAQ,TRADE
MSFT,2021-03-05 10:00:41.594,228.44,100,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:03.539,229.12,110,NYSE,Bid
MSFT,2021-03-05 10:00:26.624,229.01,120,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:41.436,228.69,100,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:55.957,228.73,120,NYSE,Bid
MSFT,2021-03-05 10:00:17.502,229.41,100,NYSE,Ask
MSFT,2021-03-05 10:00:09.252,229.94,130,NASDAQ,TRADE
MSFT,2021-03-05 10:00:45.320,229.85,130,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:57.423,229.3,130,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:17.947,229.74,100,NASDAQ,Ask
MSFT,2021-03-05 10:00:54.658,228.85,110,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:47.891,229.06,100,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:46.993,228.29,110,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:50.838,228.72,120,NASDAQ,TRADE
MSFT,2021-03-05 10:00:11.444,228.26,110,NYSE,Bid
MSFT,2021-03-05 10:00:26.352,229.56,100,NASDAQ,Bid
MSFT,2021-03-05 10:00:39.507,228.78,120,NYSE,Ask
MSFT,2021-03-05 10:00:50.018,229.43,120,NYSE,TRADE
MSFT,2021-03-05 10:00:01.099,228.31,110,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:47.946,229.52,100,NYSE,TRADE
MSFT,2021-03-05 10:00:19.647,228.75,120,NASDAQ,Ask
MSFT,2021-03-05 10:00:33.026,229.33,110,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:02.724,228.6,100,NASDAQ,Ask
MSFT,2021-03-05 10:00:50.170,228.13,110,NASDAQ,TRADE
MSFT,2021-03-05 10:00:50.260,228.42,110,NYSE,Bid
MSFT,2021-03-05 10:00:15.438,229.31,130,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:24.417,228.86,120,NASDAQ,Bid
MSFT,2021-03-05 10:00:44.575,229.11,110,NASDAQ,Ask
MSFT,2021-03-05 10:00:39.041,229.8,130,NYSE,TRADE
MSFT,2021-03-05 10:00:46.278,229.21,130,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:40.671,229.62,130,NYSE,Ask
MSFT,2021-03-05 10:00:44.018,228.51,100,NYSE,TRADE
MSFT,2021-03-05 10:00:10.149,228.51,120,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:37.876,229.12,100,NASDAQ,Ask
MSFT,2021-03-05 10:00:48.716,229.2,130,NASDAQ,TRADE
MSFT,2021-03-05 10:00:18.132,228.46,120,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:10.952,229.07,100,NASDAQ,Ask
MSFT,2021-03-05 10:00:22.215,228.41,100,NASDAQ,Bid
MSFT,2021-03-05 10:00:01.269,229.78,120,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:30.757,229.89,110,NASDAQ,Bid
MSFT,2021-03-05 10:00:36.412,228.13,110,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:20.031,229.87,120,NYSE,Bid
MSFT,2021-03-05 10:00:49.892,228.35,120,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:18.125,228.8,100,NYSE,Bid
MSFT,2021-03-05 10:00:56.641,228.9,100,NASDAQ,Bid
MSFT,2021-03-05 10:00:59.069,228.08,130,NYSE,Bid
MSFT,2021-03-05 10:00:39.734,229.43,130,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:55.997,228.22,120,NYSE,TRADE
MSFT,2021-03-05 10:00:32.918,229.71,100,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:48.352,228.16,120,NYSE,Ask
MSFT,2021-03-05 10:00:05.239,229.47,130,NASDAQ,Bid
MSFT,2021-03-05 10:00:08.855,229.42,100,NYSE_ARCA,Bid
MSFT,2021-03-05 10:00:27.046,229.53,110,NASDAQ,Ask
MSFT,2021-03-05 10:00:53.098,228.9,100,NYSE,Bid
MSFT,2021-03-05 10:00:03.921,229.23,100,NYSE_ARCA,TRADE
MSFT,2021-03-05 10:00:59.863,228.81,100,NYSE_ARCA,Ask
MSFT,2021-03-05 10:00:40.938,229.25,130,NASDAQ,Ask
MSFT,2021-03-05 10:00:54.300,229.83,110,NYSE,TRADE
MSFT,2021-03-05 10:00:15.602,229.03,100,NYSE,Bid
MSFT,2021-03-05 10:00:32.015,228.96,100,NASDAQ,Bid
MSFT,2021-03-05 10:00:45.593,228.94,120,NASDAQ,Ask
CSCO,CSCO,2021-03-05 10:00:00.123,46.14,120,NYSE_ARCA,Ask
CSCO,MSFT,2021-03-05 10:00:00.123,228.5,120,NYSE,Ask
CSCO,CSCO,2021-03-05 10:00:00.130,46.13,120,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:00.133,228.5,120,NYSE,TRADE
CSCO,GOOG,2021-03-05 10:00:01.837,168.12,100,NYSE_ARCA,TRADE
CSCO,GOOG,2021-03-05 10:00:38.079,45.24,150,NYSE_ARCA,TRADE
CSCO,AAPL,2021-03-05 10:00:37.954,129.71,200,NYSE_ARCA,TRADE
CSCO,AAPL,2021-03-05 10:00:55.175,128.92,200,NASDAQ,TRADE
CSCO,MSFT,2021-03-05 10:00:22.673,242.78,200,NYSE,Ask
CSCO,AAPL,2021-03-05 10:00:52.480,220.72,120,NYSE_ARCA,Bid
CSCO,AAPL,2021-03-05 10:00:32.117,93.93,150,NYSE_ARCA,Bid
CSCO,CSCO,2021-03-05 10:00:04.644,179.85,150,NYSE,TRADE
CSCO,AAPL,2021-03-05 10:00:51.360,135.5,200,NYSE_ARCA,TRADE
CSCO,MSFT,2021-03-05 10:00:11.163,67.77,100,NYSE,TRADE
CSCO,CSCO,2021-03-05 10:00:54.769,85.65,120,NYSE,Ask
CSCO,GOOG,2021-03-05 10:00:11.247,244.41,120,NYSE,TRADE
CSCO,GOOG,2021-03-05 10:00:15.304,167.91,120,NASDAQ,Ask
CSCO,CSCO,2021-03-05 10:00:53.683,155.8,200,NYSE,Bid
CSCO,CSCO,2021-03-05 10:00:40.506,163.88,200,NYSE,Bid
CSCO,AAPL,2021-03-05 10:00:35.837,137.46,100,NASDAQ,Bid
CSCO,CSCO,2021-03-05 10:00:25.847,167.51,200,NASDAQ,Bid
CSCO,GOOG,2021-03-05 10:00:34.135,96.11,120,NYSE,Ask
CSCO,MSFT,2021-03-05 10:00:45.681,137.71,150,NYSE,Bid
CSCO,CSCO,2021-03-05 10:00:09.690,219.99,120,NASDAQ,Ask
CSCO,GOOG,2021-03-05 10:00:51.079,198.88,200,NYSE_ARCA,Bid
CSCO,MSFT,2021-03-05 10:00:13.236,200.43,150,NASDAQ,Bid
CSCO,GOOG,2021-03-05 10:00:06.805,72.77,100,NYSE_ARCA,Bid
CSCO,GOOG,2021-03-05 10:00:58.394,110.06,150,NASDAQ,Ask
CSCO,CSCO,2021-03-05 10:00:15.469,233.12,120,NYSE_ARCA,Bid
CSCO,CSCO,2021-03-05 10:00:48.469,50.67,150,NYSE,TRADE
CSCO,AAPL,2021-03-05 10:00:54.291,172.11,150,NYSE_ARCA,TRADE
CSCO,AAPL,2021-03-05 10:00:47.440,159.57,120,NYSE_ARCA,TRADE
CSCO,AAPL,2021-03-05 10:00:04.406,75.17,120,NYSE_ARCA,Ask
CSCO,AAPL,2021-03-05 10:00:43.436,160.3,150,NYSE,Bid
CSCO,GOOG,2021-03-05 10:00:37.199,248.8,200,NASDAQ,Ask
CSCO,GOOG,2021-03-05 10:00:17.400,144.62,200,NYSE,Ask
CSCO,GOOG,2021-03-05 10:00:13.659,186.8,100,NASDAQ,Ask
CSCO,MSFT,2021-03-05 10:00:45.258,110.23,120,NYSE,Ask
CSCO,GOOG,2021-03-05 10:00:11.772,86.96,200,NYSE,Bid
CSCO,CSCO,2021-03-05 10:00:02.574,196.47,150,NASDAQ,Ask
CSCO,CSCO,2021-03-05 10:00:12.442,160.06,200,NYSE_ARCA,TRADE
CSCO,MSFT,2021-03-05 10:00:36.423,47.78,150,NASDAQ,Bid
CSCO,MSFT,2021-03-05 10:00:13.552,91.0,150,NASDAQ,Ask
CSCO,AAPL,2021-03-05 10:00:24.174,145.96,120,NYSE_ARCA,Ask
CSCO,MSFT,2021-03-05 10:00:10.214,60.91,200,NYSE,TRADE
CSCO,AAPL,2021-03-05 10:00:32.688,194.15,150,NASDAQ,TRADE
CSCO,MSFT,2021-03-05 10:00:05.852,93.7,150,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:32.230,170.91,200,NYSE_ARCA,Ask
CSCO,MSFT,2021-03-05 10:00:44.196,128.61,200,NASDAQ,Ask
CSCO,CSCO,2021-03-05 10:00:24.796,119.81,120,NYSE,Ask
CSCO,CSCO,2021-03-05 10:00:16.153,71.95,120,NASDAQ,TRADE
CSCO,MSFT,2021-03-05 10:00:39.152,195.31,200,NYSE_ARCA,Bid
CSCO,MSFT,2021-03-05 10:00:12.470,241.98,200,NYSE,Bid
CSCO,CSCO,2021-03-05 10:00:55.551,167.72,100,NYSE,Bid
CSCO,CSCO,2021-03-05 10:00:09.161,114.81,100,NYSE_ARCA,Ask
CSCO,MSFT,2021-03-05 10:00:38.401,239.23,120,NYSE,Ask
CSCO,AAPL,2021-03-05 10:00:06.360,210.1,120,NYSE,Bid
CSCO,AAPL,2021-03-05 10:00:50.752,160.77,100,NASDAQ,TRADE
CSCO,AAPL,2021-03-05 10:00:27.302,233.75,100,NYSE_ARCA,TRADE
CSCO,AAPL,2021-03-05 10:00:54.718,234.19,120,NYSE_ARCA,Ask
CSCO,AAPL,2021-03-05 10:00:39.037,72.3,150,NYSE_ARCA,Bid
CSCO,GOOG,2021-03-05 10:00:08.318,238.29,150,NASDAQ,TRADE
CSCO,CSCO,2021-03-05 10:00:54.807,185.51,200,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:25.848,176.82,100,NYSE,Ask
CSCO,AAPL,2021-03-05 10:00:59.429,206.86,200,NASDAQ,TRADE
CSCO,AAPL,2021-03-05 10:00:38.547,136.96,100,NASDAQ,Ask
CSCO,AAPL,2021-03-05 10:00:34.563,204.52,120,NYSE,TRADE
CSCO,GOOG,2021-03-05 10:00:39.495,243.63,150,NYSE,Ask
CSCO,MSFT,2021-03-05 10:00:45.762,228.15,150,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:45.177,132.08,200,NYSE_ARCA,Ask
CSCO,AAPL,2021-03-05 10:00:38.975,238.62,200,NYSE_ARCA,Bid
CSCO,AAPL,2021-03-05 10:00:24.980,47.32,150,NASDAQ,Ask
CSCO,GOOG,2021-03-05 10:00:04.096,193.65,120,NYSE,TRADE
CSCO,GOOG,2021-03-05 10:00:23.569,64.62,150,NYSE,Bid
CSCO,MSFT,2021-03-05 10:00:35.051,209.46,150,NYSE,Bid
CSCO,CSCO,2021-03-05 10:00:20.051,181.63,100,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:36.913,137.23,200,NYSE,Bid
CSCO,MSFT,2021-03-05 10:00:03.026,229.71,200,NYSE,Ask
CSCO,AAPL,2021-03-05 10:00:49.000,70.89,150,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:27.544,156.59,150,NASDAQ,Bid
CSCO,MSFT,2021-03-05 10:00:17.455,223.09,200,NYSE,TRADE
CSCO,CSCO,2021-03-05 10:00:28.085,55.74,120,NASDAQ,Bid
CSCO,MSFT,2021-03-05 10:00:58.899,58.91,150,NYSE_ARCA,Bid
CSCO,CSCO,2021-03-05 10:00:03.342,210.34,200,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:56.042,120.98,200,NASDAQ,Bid
CSCO,AAPL,2021-03-05 10:00:48.847,210.61,100,NYSE_ARCA,Bid
CSCO,MSFT,2021-03-05 10:00:06.233,163.43,100,NYSE_ARCA,Ask
CSCO,CSCO,2021-03-05 10:00:22.060,149.89,100,NASDAQ,Bid
CSCO,GOOG,2021-03-05 10:00:07.846,176.39,150,NYSE,Ask
CSCO,MSFT,2021-03-05 10:00:33.831,199.96,200,NYSE,Bid
CSCO,CSCO,2021-03-05 10:00:40.892,192.95,200,NASDAQ,Bid
CSCO,AAPL,2021-03-05 10:00:25.211,53.55,100,NYSE_ARCA,Bid
CSCO,CSCO,2021-03-05 10:00:17.466,204.59,200,NYSE_ARCA,Ask
CSCO,GOOG,2021-03-05 10:00:53.842,180.49,100,NYSE,Ask
CSCO,MSFT,2021-03-05 10:00:52.807,242.51,120,NYSE,Bid
CSCO,GOOG,2021-03-05 10:00:51.223,222.94,120,NYSE,TRADE
CSCO,GOOG,2021-03-05 10:00:16.045,165.7,100,NYSE,Ask
CSCO,CSCO,2021-03-05 10:00:52.344,138.72,150,NASDAQ,Bid
CSCO,CSCO,2021-03-05 10:00:26.977,168.28,150,NASDAQ,TRADE
CSCO,MSFT,2021-03-05 10:00:12.685,86.08,150,NYSE_ARCA,Bid
CSCO,CSCO,2021-03-05 10:00:59.110,133.19,150,NYSE_ARCA,Ask
CSCO,MSFT,2021-03-05 10:00:24.417,248.84,200,NASDAQ,TRADE
CSCO,CSCO,2021-03-05 10:00:33.261,243.32,120,NASDAQ,Ask
CSCO,CSCO,2021-03-05 10:00:35.837,74.92,150,NYSE,Bid
CSCO,CSCO,2021-03-05 10:00:57.910,244.6,100,NASDAQ,Bid
CSCO,AAPL,2021-03-05 10:00:40.913,148.59,200,NYSE,Ask
CSCO,MSFT,2021-03-05 10:00:43.980,174.62,120,NASDAQ,TRADE
CSCO,CSCO,2021-03-05 10:00:37.242,97.89,120,NASDAQ,Ask
CSCO,CSCO,2021-03-05 10:00:58.849,157.52,120,NYSE,Ask
CSCO,CSCO,2021-03-05 10:00:38.868,126.5,120,NYSE_ARCA,Ask
CSCO,AAPL,2021-03-05 10:00:09.964,86.94,120,NASDAQ,TRADE
CSCO,AAPL,2021-03-05 10:00:42.365,48.56,200,NYSE_ARCA,TRADE
CSCO,GOOG,2021-03-05 10:00:56.536,187.97,150,NYSE_ARCA,Bid
CSCO,MSFT,2021-03-05 10:00:40.625,190.99,100,NYSE,Ask
CSCO,MSFT,2021-03-05 10:00:52.572,60.4,200,NYSE_ARCA,Bid
CSCO,AAPL,2021-03-05 10:00:27.086,211.05,100,NASDAQ,Bid
CSCO,GOOG,2021-03-05 10:00:30.395,171.24,200,NYSE,TRADE
CSCO,AAPL,2021-03-05 10:00:46.421,146.61,150,NASDAQ,TRADE
CSCO,AAPL,2021-03-05 10:00:43.146,180.23,150,NYSE_ARCA,TRADE
CSCO,MSFT,2021-03-05 10:00:16.948,55.05,150,NYSE_ARCA,Bid
CSCO,CSCO,2021-03-05 10:00:03.444,86.0,120,NYSE_ARCA,Bid
CSCO,GOOG,2021-03-05 10:00:37.537,71.95,200,NASDAQ,TRADE
CSCO,MSFT,2021-03-05 10:00:25.395,212.35,120,NASDAQ,TRADE
CSCO,AAPL,2021-03-05 10:00:38.706,66.67,200,NYSE,Bid
CSCO,GOOG,2021-03-05 10:00:58.540,164.83,100,NYSE,TRADE
CSCO,GOOG,2021-03-05 10:00:05.067,167.59,120,NASDAQ,TRADE
CSCO,AAPL,2021-03-05 10:00:47.257,232.2,200,NYSE_ARCA,TRADE
CSCO,CSCO,2021-03-05 10:00:26.195,132.14,120,NYSE_ARCA,TRADE
CSCO,GOOG,2021-03-05 10:00:43.550,98.79,150,NYSE,Bid
CSCO,MSFT,2021-03-05 10:00:53.759,215.13,200,NYSE_ARCA,Bid
CSCO,CSCO,2021-03-05 10:00:54.051,111.03,120,NASDAQ,TRADE
CSCO,MSFT,2021-03-05 10:00:58.527,168.51,100,NASDAQ,Bid
CSCO,AAPL,2021-03-05 10:00:36.880,145.86,120,NASDAQ,TRADE
CSCO,MSFT,2021-03-05 10:00:39.704,174.98,200,NYSE_ARCA,TRADE
CSCO,GOOG,2021-03-05 10:00:57.859,213.54,150,NYSE_ARCA,Bid
CSCO,GOOG,2021-03-05 10:00:26.157,145.39,120,NYSE,Ask
CSCO,CSCO,2021-03-05 10:00:48.770,181.19,120,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:07.249,240.5,150,NYSE_ARCA,TRADE
CSCO,CSCO,2021-03-05 10:00:10.788,165.31,100,NYSE,Bid
CSCO,AAPL,2021-03-05 10:00:16.360,222.74,150,NYSE,Bid
CSCO,AAPL,2021-03-05 10:00:56.110,240.45,120,NASDAQ,Bid
CSCO,AAPL,2021-03-05 10:00:29.513,78.37,100,NASDAQ,Bid
CSCO,AAPL,2021-03-05 10:00:19.151,183.77,100,NASDAQ,Ask
CSCO,CSCO,2021-03-05 10:00:45.071,63.47,120,NYSE,Ask
CSCO,CSCO,2021-03-05 10:00:57.391,116.71,100,NYSE_ARCA,Bid
CSCO,CSCO,2021-03-05 10:00:37.412,156.48,100,NYSE_ARCA,Bid
CSCO,GOOG,2021-03-05 10:00:57.142,211.73,100,NASDAQ,TRADE
CSCO,AAPL,2021-03-05 10:00:29.753,46.51,150,NYSE,TRADE
CSCO,GOOG,2021-03-05 10:00:24.154,205.0,100,NYSE_ARCA,Ask
CSCO,GOOG,2021-03-05 10:00:28.424,146.61,120,NYSE,Ask
CSCO,MSFT,2021-03-05 10:00:32.919,108.81,200,NASDAQ,TRADE
CSCO,MSFT,2021-03-05 10:00:22.462,247.27,150,NYSE,Bid
CSCO,AAPL,2021-03-05 10:00:58.083,72.75,100,NYSE,Ask
CSCO,CSCO,2021-03-05 10:00:03.979,221.58,200,NASDAQ,TRADE
CSCO,MSFT,2021-03-05 10:00:58.109,128.67,120,NASDAQ,Ask
CSCO,GOOG,2021-03-05 10:00:24.913,47.98,150,NASDAQ,Bid
CSCO,AAPL,2021-03-05 10:00:41.158,108.52,100,NASDAQ,Bid
CSCO,GOOG,2021-03-05 10:00:50.243,231.05,150,NYSE_ARCA,Ask
CSCO,GOOG,2021-03-05 10:00:14.170,57.02,120,NYSE,TRADE
CSCO,AAPL,2021-03-05 10:00:23.446,198.87,200,NYSE,TRADE
CSCO,AAPL,2021-03-05 10:00:28.623,140.51,120,NASDAQ,Ask
CSCO,GOOG,2021-03-05 10:00:34.177,84.99,150,NYSE_ARCA,Ask
CSCO,AAPL,2021-03-05 10:00:22.311,104.39,200,NASDAQ,Bid
CSCO,GOOG,2021-03-05 10:00:39.592,122.35,200,NYSE,Ask
CSCO,MSFT,2021-03-05 10:00:48.156,60.01,120,NYSE,Bid
CSCO,MSFT,2021-03-05 10:00:24.600,244.7,120,NYSE,Bid
CSCO,CSCO,2021-03-05 10:00:32.455,165.04,120,NASDAQ,Ask
CSCO,AAPL,2021-03-05 10:00:11.501,217.52,150,NASDAQ,TRADE
CSCO,CSCO,2021-03-05 10:00:11.471,207.04,120,NYSE,Ask
CSCO,CSCO,2021-03-05 10:00:11.949,152.42,100,NASDAQ,Bid
CSCO,MSFT,2021-03-05 10:00:08.379,71.61,150,NYSE,Bid
CSCO,GOOG,2021-03-05 10:00:01.234,134.85,120,NYSE,Ask
CSCO,GOOG,2021-03-05 10:00:10.593,137.67,150,NYSE_ARCA,TRADE
CSCO,CSCO,2021-03-05 10:00:46.131,95.33,100,NYSE_ARCA,TRADE
CSCO,AAPL,2021-03-05 10:00:54.666,141.86,200,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:02.282,191.83,200,NASDAQ,Bid
CSCO,MSFT,2021-03-05 10:00:48.292,116.82,120,NASDAQ,TRADE
CSCO,CSCO,2021-03-05 10:00:47.961,190.84,150,NYSE_ARCA,Bid
CSCO,MSFT,2021-03-05 10:00:22.178,135.61,120,NYSE,TRADE
CSCO,AAPL,2021-03-05 10:00:00.789,220.11,120,NASDAQ,Ask
CSCO,GOOG,2021-03-05 10:00:01.685,75.64,200,NASDAQ,Bid
CSCO,CSCO,2021-03-05 10:00:07.138,172.65,100,NYSE,TRADE
CSCO,GOOG,2021-03-05 10:00:30.858,203.03,100,NYSE,Ask
CSCO,CSCO,2021-03-05 10:00:50.981,53.94,200,NYSE_ARCA,Ask
CSCO,GOOG,2021-03-05 10:00:52.283,63.84,120,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:29.846,205.83,120,NYSE_ARCA,TRADE
CSCO,MSFT,2021-03-05 10:00:20.910,175.09,150,NYSE_ARCA,Ask
CSCO,AAPL,2021-03-05 10:00:31.871,225.83,100,NYSE,TRADE
CSCO,MSFT,2021-03-05 10:00:47.789,201.06,100,NYSE_ARCA,Ask
CSCO,GOOG,2021-03-05 10:00:44.708,223.05,120,NYSE,TRADE
CSCO,GOOG,2021-03-05 10:00:11.575,109.27,200,NASDAQ,Ask
CSCO,CSCO,2021-03-05 10:00:23.062,152.69,100,NASDAQ,Ask
CSCO,MSFT,2021-03-05 10:00:49.292,119.91,200,NYSE_ARCA,Bid
CSCO,MSFT,2021-03-05 10:00:10.631,46.3,150,NASDAQ,Bid
CSCO,AAPL,2021-03-05 10:00:25.773,81.2,200,NASDAQ,Ask
CSCO,MSFT,2021-03-05 10:00:28.812,46.84,100,NYSE,Ask
CSCO,AAPL,2021-03-05 10:00:06.762,121.55,200,NYSE,Bid
CSCO,MSFT,2021-03-05 10:00:12.541,107.0,150,NYSE_ARCA,Ask
CSCO,AAPL,2021-03-05 10:00:42.237,234.53,120,NASDAQ,Ask
CSCO,AAPL,2021-03-05 10:00:16.890,215.81,120,NYSE_ARCA,TRADE
CSCO,MSFT,2021-03-05 10:00:49.994,184.65,200,NYSE,Ask
CSCO,MSFT,2021-03-05 10:00:54.899,208.48,150,NYSE,Bid
CSCO,AAPL,2021-03-05 10:00:55.451,170.37,150,NYSE,TRADE
CSCO,CSCO,2021-03-05 10:00:58.466,62.69,100,NYSE_ARCA,Ask
CSCO,CSCO,2021-03-05 10:00:16.605,235.68,120,NYSE,Bid
CSCO,MSFT,2021-03-05 10:00:05.193,214.26,100,NYSE,Ask
CSCO,CSCO,2021-03-05 10:00:01.693,190.87,120,NYSE_ARCA,Bid
CSCO,AAPL,2021-03-05 10:00:16.932,164.39,150,NYSE,TRADE
CSCO,GOOG,2021-03-05 10:00:42.991,172.21,100,NASDAQ,TRADE
CSCO,AAPL,2021-03-05 10:00:09.843,167.19,150,NYSE_ARCA,Bid
CSCO,GOOG,2021-03-05 10:00:15.785,62.2,120,NYSE_ARCA,TRADE
CSCO,GOOG,2021-03-05 10:00:00.942,148.9,120,NYSE,Bid
CSCO,AAPL,2021-03-05 10:00:31.864,142.08,200,NYSE_ARCA,TRADE
CSCO,GOOG,2021-03-05 10:00:56.381,105.31,100,NASDAQ,Ask
CSCO,AAPL,2021-03-05 10:00:31.699,170.32,150,NYSE_ARCA,Bid
CSCO,MSFT,2021-03-05 10:00:46.678,241.75,120,NASDAQ,TRADE
